英国
剑桥大学,3
牛津大学,2
帝国理工大学,12
杜伦大学,7
圣安德鲁斯大学,5
华威大学,8
伦敦大学学院,12
兰卡斯特大学,2
巴斯大学,8
布里斯托大学,12
约克大学,3
埃克塞特大学,5
拉夫堡大学,1
南安普顿大学,7
爱丁堡大学,6
诺丁汉大学,5
莱切斯特大学,4
美国
西北大学,1
约翰霍普金斯大学,1
康奈尔大学,2
莱斯大学,1
埃默里大学,1
加州大学伯克利分校,5
卡耐基梅隆大学,1
加州大学洛杉矶分校,7
南加州大学,3
密西根大学安娜堡分校,1
北卡罗来纳大学教堂山分校,2
纽约大学,3
布兰迪斯大学,2
罗彻斯特大学,2
凯斯西储大学,11
里海大学,1
加州大学戴维斯分校,*20
加州大学圣地亚哥分校,20
加州大学圣芭芭拉分校,12
威斯康辛大学麦迪逊分校,3
加州大学欧文分校,12
迈阿密大学,4
宾州州立立大学帕克分校,17
伊利诺伊大学香槟分校,18
华盛顿大学西雅图分校,10
波士顿大学,14
加拿大
麦吉尔大学,2
多伦多大学,5
英属哥伦比亚大学,3
皇后大学,3
