美国综合性大学
哥伦比亚大学,1
芝加哥大学,1
杜克大学,1
西北大学,1
布朗大学,1
康奈尔大学,1
圣母诺特丹大学,1
莱斯大学,1
加州大学伯克利分校,2
埃默里大学,2
加州大学洛杉矶分校,8
卡内基梅隆大学,1
南加州大学,11
弗吉尼亚大学,3
威克弗里斯特大学,1
北卡罗来纳州大学教堂山分校,3
波士顿学院,5
布兰戴斯大学,10
纽约大学,10
罗彻斯特大学,4
威廉玛丽学院,2
凯斯西储大学,14
宾州州立大学,31
加州大学戴维斯分校,26
加州大学圣地亚哥分校,29
波士顿大学,13
加州大学圣塔芭芭拉分校,23
伊利诺伊大学香槟分校,14
伦斯勒理工学院,3
威斯康星大学-麦迪逊分校,4
迈阿密大学,2
加州大学欧文分校,28
佛罗里达大学,1
东北大学,21
加州大学欧文分校,4
俄亥俄州立大学,28
华盛顿大学,13
康涅狄格大学,13
佛罕大学,11
马里兰大学-伯克分校,2
匹兹堡大学,6
雪城大学,9
普渡大学,19
明尼苏达大学,3
罗格斯大学纽布朗斯威克分校,21
爱荷华大学,25
密歇根州立大学,8
印地安那大学-布卢明顿分校,13
迈阿密大学-牛津分校,9
纽约州立石溪大学,3
加州大学圣克鲁兹分校,10
科罗拉多大学博得分校,1
塔尔萨大学,1
奥本大学,1
麻省州立大学阿姆赫斯特分校,4
宾汉姆顿大学,4
德雷克塞尔大学,5
密苏里大学哥伦比亚分校,1
爱荷华州立大学,1
堪萨斯大学,1
内布拉斯加大学林肯分校,2
北卡州立大学,1
圣路易斯大学,1
俄勒冈大学,3
亚利桑那大学,2
克拉克森大学,1
天普大学,1
伊利诺伊大学芝加哥分校,1
辛辛那提大学,1
霍夫斯特拉大学,1
俄亥俄大学,1
亚利桑那州立大学,3
爱达荷大学,1
肯特州立大学,1
文理学院
卡尔顿学院,1
汉密尔顿学院（纽约）,1
格林奈尔学院,1
科尔盖特大学,1
麦克拉斯特学院,1
圣十字学院,1
欧柏林学院,1
巴纳德学院,1
匹泽学院,1
三一学院,1
西方学院,1
惠特曼学院,1
森特学院,1
德堡大学,2
厄勒姆学院,1
路易斯克拉科学院,1
里德学院,1
圣迈克尔学院,1
地区性大学
克雷顿大学,1
本特立大学,1
罗彻斯特理工学院,1
伊萨卡学院,1
普拉特学院,1
纽约市立大学巴鲁克学院,1
罗格斯大学卡姆登分校,1
密歇根大学迪尔本分校,1
罗杰威廉姆斯大学,1
曼哈顿维尔学院,1
麻省州立大学波士顿分校,1
宾州州立大学哈里斯堡分校,2
艺术类大学
伯克里音乐学院,1
波士顿建筑学院,1
旧金山加州艺术学院（CCA）,2
加州艺术学院（CalArts),1
哥伦布设计艺术学院,1
马里兰艺术学院,1
纽约电影学院,1
旧金山艺术学院,1
芝加哥艺术学院,2
视觉艺术学院,1
英国
剑桥大学,3
牛津大学,2
伦敦帝国理工学院,7
杜伦大学,13
圣安德鲁斯大学,3
伦敦大学学院,18
华威大学,11
巴斯大学,10
埃克斯特大学,7
兰卡斯特大学,3
约克大学,5
拉夫堡大学,1
布里斯托大学,14
莱斯特大学,8
伯明翰大学,4
爱丁堡大学,17
伦敦国王学院,1
东英吉利大学,2
纽卡斯尔大学,1
诺丁汉大学,4
曼彻斯特大学,6
谢菲尔德大学,6
阿斯顿大学,1
苏塞克斯大学,2
利兹大学,1
卡迪夫大学,2
伦敦大学玛丽女王学院,4
利物浦大学,5
埃塞克斯大学,1
赫瑞瓦特大学,1
阿伯丁大学,1
基尔大学,1
牛津布鲁克斯大学,1
邓迪大学,1
斯旺西大学,2
伦敦大学金匠学院,1
考文垂大学,1
普利茅斯大学,1
布莱顿大学,1
西斯敏斯特大学,1
英国艺术类大学
中央圣马丁艺术设计学院,1
伦敦艺术大学,2
加拿大
医学博士类大学,
麦吉尔大学,4
英属哥伦比亚大学,6
多伦多大学,15
阿尔伯塔大学,8
麦克玛斯特大学,1
渥太华大学,3
西安大略大学,2
综合性大学
维多利亚大学,1
赛门菲莎大学,2
滑铁卢大学,7
卡尔顿大学,3
约克大学,2
赖尔森大学,1
其他
香港,香港科技大学,1
香港,香港大学,1
新加坡,耶鲁-星大学院,1
