美国综合性大学
斯坦福大学,1
罗斯霍尔曼理工学院,1
芝加哥大学,2
杜克大学,2
约翰·霍普金斯大学,1
康奈尔大学,2
范德堡大学,1
华盛顿圣路易斯大学,1
加州大学伯克利分校,6
埃默里大学,4
卡内基梅隆大学,7
加利福尼亚大学洛杉矶分校,14
南加利福尼亚大学,5
弗吉尼亚大学,11
维克森林大学,2
密歇根大学,1
波士顿学院,7
北卡罗来纳大学教堂山校区,4
纽约大学,12
罗切斯特大学,6
布兰迪斯大学,7
威廉玛丽学院,7
乔治亚理工学院,5
凯斯西储大学,5
加州大学圣塔芭芭拉分校,22
加利福尼亚大学欧文分校,28
加州大学圣地亚哥校区,29
波士顿大学,25
伦斯勒理工学院,5
杜兰大学,6
加州大学戴维斯校区,32
伊利诺伊大学香槟校区,32
威斯康辛大学麦迪逊校区,11
东北大学,15
宾夕法尼亚州立大学,37
迈阿密大学,4
俄亥俄州立大学,38
德克萨斯大学奥斯汀校区,6
华盛顿大学,18
乔治·华盛顿大学,9
康乃狄格大学,11
马里兰大学帕克校区,2
伍斯特理工学院,2
普渡大学,23
南卫理公会大学,1
雪城大学,10
福德汉姆大学,19
匹兹堡大学,6
美利坚大学,1
罗格斯大学新布朗斯维克校区,16
印第安纳大学布鲁明顿校区,7
密歇根州立大学,6
特拉华大学,1
马萨诸塞大学安姆斯特校区,4
迈阿密牛津大学,6
爱荷华大学,15
加州大学圣克鲁兹校区,6
丹佛大学,1
宾汉姆顿大学,4
石溪大学,2
科罗拉多大学伯德校区,5
圣地亚哥大学,1
德雷塞尔大学,4
芝加哥洛约拉大学,1
纽约州立大学布法罗大学,1
克拉克森大学,1
亚利桑那大学,3
加州大学河滨分校,1
亚利桑那州里大学,2
霍夫斯特拉大学,1
辛辛那提大学,1
纽约时装技术学院,1
乔治城大学,1
乔治亚州立大学,1
汉密尔顿学院,1
马里兰艺术学院,1
北卡罗来纳州立大学,1
佩斯大学,1
美国罗德岛设计学院,2
天普大学,1
堪萨斯大学,2
圣·托马斯大学,1
犹他大学,1
美国文理学院,
卡尔顿学院,1
哈弗福德学院,1
瓦萨学院,3
哈威穆德学院,1
史密斯学院,2
卫斯理大学,1
柯比学院,1
贝茨学院,1
科罗拉多学院,3
巴克内尔大学,1
曼荷莲学院,3
联合学院,1
狄金森学院,2
巴德学院,3
森特学院,1
康涅狄格学院,1
德堡大学,1
丹尼森大学,1
劳伦斯大学,2
巴布森学院,1
维拉诺瓦大学,1
美国的艺术类大学,
艺术中心设计学院,1
洛杉矶时装设计与营销研究所,1
普拉特学院,3
萨凡纳艺术设计学院,1
芝加哥艺术学院,5
英国,
剑桥大学,1
牛津大学,3
帝国大学,11
圣安德鲁斯大学,8
杜伦大学,20
华威大学,22
埃克塞特大学,11
萨里大学,2
伦敦政治经济大学,6
伦敦大学学院,16
兰卡斯特大学,9
巴斯大学,12
拉夫堡大学,1
利兹大学,2
约克大学,4
南安普顿大学,4
伯明翰大学,6
东安格利亚大学,5
萨塞克斯大学,2
布里斯托大学,10
谢菲尔德大学,6
爱丁堡大学,14
肯特大学,2
诺丁汉大学,1
格拉斯哥大学,1
国王大学,2
莱斯特大学,2
曼彻斯特大学,17
阿斯顿大学,1
贝尔法斯特女王大学,2
卡迪夫大学,1
伦敦玛丽王后大学,2
埃塞克斯大学,1
利物浦大学,3
城市大学,1
基尔大学,1
伦敦大学亚非学院,1
诺丁汉特伦特大学,1
牛津布鲁克斯大学,1
普次茅斯大学,1
林肯大学,1
伦敦大学金史密斯学院,1
谢菲尔德哈勒姆大学,1
伯恩茅斯大学,1
布莱顿大学,1
视觉艺术学院,3
加拿大综合性大学,
多伦多大学,22
英属哥伦比亚大学,4
麦吉尔大学,8
阿尔伯塔大学,1
西安大略大学,1
滑铁卢大学,4
西蒙弗雷泽大学,1
维多利亚大学,2
女王大学,4
约克大学,2
其他,
香港中文大学,1
瑞士洛桑酒店管理学院,1
圣塔克拉拉大学,1
耶鲁新加坡国立大学学院,1
