英国
剑桥大学,3
牛津大学,2
伦敦政治经济学院,4
圣安德鲁斯大学,1
帝国理工学院,11
杜伦大学,8
巴斯大学,13
埃克塞特大学,6
伦敦大学学院,16
华威大学,15
约克大学,3
兰卡斯特大学,6
萨里大学,1
莱斯特大学,4
布里斯托大学,5
伯明翰大学,5
东英格利亚大学,2
纽卡斯尔大学,1
谢菲尔德大学,10
南安普敦大学,1
拉夫堡大学,5
爱丁堡大学,5
诺丁汉大学,7
曼彻斯特大学,14
伦敦大学国王学院,1
伦敦国王学院,1
利兹大学,1
卡迪夫大学,1
雷丁大学,1
利物浦大学,2
伦敦大学玛丽皇后学院,2
埃塞克斯大学,1
城市大学,1
基尔大学,3
布鲁内尔伦敦大学,2
邓迪大学,1
切斯特大学,1
西英格兰大学,1
赫尔大学,1
巴斯泉大学,1
创意艺术大学,1
美国全国性大学

芝加哥大学,1
西北大学,1
加州大学伯克利分校,3
埃默里大学,5
加州大学洛杉矶分校,8
弗吉尼亚大学,7
卡内基梅隆大学,3
南加州大学,6
维克森林大学,1
密歇根大学安娜堡分校,1
北卡罗来纳大学教堂山校区,1
波士顿学院,5
纽约大学,8
威廉玛丽大学,1
罗切斯特大学,3
布兰迪斯大学,5
佐治亚理工学院,1
加州大学圣地亚哥分校,16
凯斯西储大学,9
加州大学戴维斯分校,47
加州大学圣芭芭拉分校,18
波士顿大学,43
东北大学,25
伦斯勒理工学院,11
加州大学欧文分校,47
伊利诺伊大学香槟校区,22
威斯康辛大学麦迪逊分校,14
宾州州立大学大学园分校,42
迈阿密大学,7
华盛顿大学,26
德州大学奥斯汀分校,1
佩珀代因大学,2
乔治华盛顿大学,15
俄亥俄州立大学,54
杜兰大学,4
福特汉姆大学（两个校区）,17
雪城大学,11
康州大学,19
普度大学,50
马里兰大学大学园分校,1
匹兹堡大学,10
德州农工大学,1
伍斯特理工学院,1
罗格斯大学新布朗斯维克分校,26
美利坚大学,1
爱荷华大学,16
明尼苏达大学双子城分校,5
克拉克大学,2
印第安大大学布鲁明顿校区,8
迈阿密大学（俄亥俄州牛津市）,3
麻省州立大学阿姆斯特分校,3
密歇根州立大学,1
加州大学圣克鲁兹分校,20
宾汉姆顿大学,2
石溪大学,4
科罗拉多大学伯德校区,1
丹佛大学,1
北卡罗来纳州立大学,2
密苏里大学哥伦布校区,1
内布拉斯加大学林肯校区,1
纽约州立大学水牛城分校,1
爱荷华州立大学,1
堪萨斯大学,2
加州大学河滨分校,7
伊利诺伊理工学院,1
亚利桑那大学,2
亚利桑那州里大学,2
辛辛那提大学,2
文理学院
威尔斯利学院,1
克莱蒙特麦肯纳学院,1
柯比学院,2
汉密尔顿学院,2
贝茨学院,1
格林奈尔学院,1
高露洁大学,1
欧柏林学院,1
麦克拉斯特学院,1
迪金斯学院,1
富兰克林马歇尔学院,1
曼荷莲学院,2
西方学院,1
巴德学院,7
德保大学,2
圣劳伦斯大学,2
比罗伊特学院,1
穆伦伯格学院,2
惠顿学院,2
阿尔加尼学院,1
诺克斯学院,1
奥斯汀学院,1
惠特尔学院,1
松堡学院,1
区域性大学
普拉特学院,3
罗切斯特理工学院,2
罗格斯大学卡姆顿校区,5
费城大学,1
工程类学校
罗斯霍尔曼学院,4
艺术、设计类院校
艺术设计中心学院,1
伯克利音乐学院,1
加州艺术学院,4
服装设计学院,2
马里兰艺术学院,2
帕森斯设计学校,4
瑞格林艺术设计学院,1
芝加哥艺术学院,6
视觉艺术学院,8
加拿大全国性大学
多伦多大学,13
英属哥伦比亚大学,9
麦吉尔大学,8
阿尔伯塔大学,1
滑铁卢大学,3
西门飞沙大学,3
女王大学,3
达尔豪斯大学,1
