英国
剑桥大学,1
帝国理工大学,2
圣安德鲁斯大学,2
伦敦大学学院,3
华威大学,1
约克大学,2
兰卡斯特大学,1
埃克塞特大学,1
巴斯大学,3
莱切斯特大学,1
拉夫堡大学,3
谢菲尔德大学,5
诺丁汉大学,2
纽卡斯尔大学,1
曼彻斯特大学,3
伦敦大学皇家霍洛威学院,1
卡迪夫大学,1
肯特大学,1
威尔士大学班戈分校,1
伦敦艺术大学,1
艾克赛特,1
雷丁大学预科,1
美国
杜克大学,2
布朗大学,1
康奈尔大学,1
埃默里大学,3
加州大学伯克利分校,2
卡耐基梅隆大学,1
加州大学洛杉矶分校,2
南加州大学,1
加州大学辛辛那提分校(美国),1
纽约大学,1
布兰代斯大学,1
罗彻斯特大学,1
加州大学戴维斯分校,2
加州大学圣芭芭拉分校,3
加州大学,欧文分校,2
伦斯勒理工学院,1
伊利诺伊大学香槟分校,6
宾州州立大学,4
迈阿密大学,1
乔治华盛顿大学,1
雪城大学,2
俄亥俄州立大学,1
波士顿大学,4
普度大学,6
罗格斯大学,1
东北大学,1
爱荷华大学,1
马凯特大学,1
迪堡大学,1
加州大学河滨分校,1
纽约州立大学石溪分校,1
华盛顿州立大学,1
亚利桑那大学,1
蒙大拿大学,1
西雅图,1
芝加哥艺术学院,1
纽约科技大学,1
巴纳德学院,1
里德学院,1
澳大利亚
墨尔本皇家莫那什大学,1
加拿大
滑铁卢大学,2
西蒙飞莎,1
阿尔伯塔大学,1
